Development Status,Country,Year_x,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year,Year_y,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Emerging and Developing Economies,Ecuador,2006,23.587,4.951,2.853,77.674,71.729,74.629,1.816778773,13777131,6246332,45.33840899,1679568,12.19098519,75000,30.19809953,0.094068932,5.218231599,248360,5275126,1.303594938,256370,55.4724231,61.711,2.136516148,Ecuador_2006,2006,Ecuador,ECU,1.18595E+11,14059379,27.1,4.87,1.737,0,0.762,24.915,1.48,0.001,28.895,0.17,0,0.01,0.22,0.44,0.09
Emerging and Developing Economies,Ecuador,2009,22.487,4.968,2.728,78.2,72.297,75.1765122,1.695650259,14512402,11684479,80.51374955,1906478,13.13688802,74450,29.9766468,0.085168534,4.976646803,248360,5471176,1.177106247,256370,58.43292801,62.3,2.010751075,Ecuador_2009,2009,Ecuador,ECU,1.32344E+11,14774412,27.18,5.22,2.11,0,1.099,27.975,1.319,0,32.503,0.18,0,0.02,0.25,0.36,0.1
Emerging and Developing Economies,Ecuador,2010,22.135,4.964,2.69,78.409,72.533,75.39934146,1.667491919,14756424,13241758,89.7355484,2013223,13.64302761,75344,30.33660815,0.081279855,4.829280077,248360,5534397,1.148903295,256370,59.41546143,62.495,1.980007688,Ecuador_2010,2010,Ecuador,ECU,1.37955E+11,15011114,27.69,5.5,2.088,0,1.158,30.335,1.246,0,34.826,0.17,0,0.02,0.27,0.34,0.1
Emerging and Developing Economies,Ecuador,2011,21.794,4.955,2.655,78.642,72.796,75.64770732,1.644315182,15001072,14780730,98.53115831,2085659,13.9033997,74977,30.18883878,0.079087681,4.776936705,248360,5596900,1.12302559,256370,60.40051538,62.69,1.955855904,Ecuador_2011,2011,Ecuador,ECU,1.49848E+11,15243885,27.87,5.57,2.239,0,1.048,32.877,1.235,0,37.398,0.17,0,0.02,0.29,0.35,0.11
Emerging and Developing Economies,Ecuador,2012,21.461,4.941,2.622,78.894,73.081,75.91660976,1.622705711,15246481,15332715,100.5655994,2210608,14.4991359,73460.7,29.57831374,0.075801098,4.653325817,248360,5658731,1.09867891,256370,61.38863344,62.885,1.933282137,Ecuador_2012,2012,Ecuador,ECU,1.58296E+11,15474099,27.84,5.45,2.353,0,1.4,32.152,1.249,0,37.154,0.17,0,0.02,0.28,0.34,0.11
Emerging and Developing Economies,Ecuador,2013,21.134,4.927,2.59,79.151,73.375,76.19256098,1.599208023,15492264,16456740,106.2255329,2308672,14.90209565,75069,30.22588178,0.074095045,4.621919794,248360,5718504,1.050757059,256370,62.37825737,63.088,1.921500163,Ecuador_2013,2013,Ecuador,ECU,1.66128E+11,15707473,28.27,5.4,2.612,0,1.59,33.962,1.198,0,39.362,0.18,0,0.02,0.29,0.32,0.11
Advanced Economy,Australia,1992,14.9,6.9,1.849,80.4,74.3,77.27560976,1.274577578,17284000,291459,1.682627998,8046029,46.45069691,4629740,60.2650248,2.644063874,5.94873931,7682300,2523464,1.274561524,7741220,2.249847051,85.4,1.274580323,Australia_1992,1992,Australia,AUS,4.77843E+11,17402180,138.9,78.2,2.942,151.004,34.186,88.475,7.35,2.375,286.332,0.55,1.79,0.86,0.96,3.1,1.27
Advanced Economy,Australia,1993,15.1,7.1,1.888,80.4,74.5,77.37804878,1.213390775,17495000,497000,2.835372025,8257000,47.10596943,4661780,60.6820874,2.69791369,6.143993335,7682300,2525228,0.069879488,7741220,2.277312784,85.566,1.407583498,Australia_1993,1993,Australia,AUS,5.00841E+11,17603210,137.46,77.92,3.03,151.373,35.973,91.155,7.197,2.597,291.325,0.55,1.77,0.88,0.99,3.08,1.28
Advanced Economy,Australia,1995,14.5,7.1,1.842,80.9,75,77.87804878,1.058508842,17855000,1220000,6.807810813,8850000,49.38452926,4691000,61.06244224,2.649117894,6.15701027,7682300,2512556,-0.212505624,7741220,2.32417375,85.928,1.268204704,Australia_1995,1995,Australia,AUS,5.49173E+11,17993082,137.05,77.5,3.391,157.261,40.225,97.078,7.131,2.937,308.023,0.54,1.78,0.95,1.04,3.03,1.31
Advanced Economy,Australia,1998,13.6,7,1.778,81.4,75.7,78.4804878,1.11872569,18517000,4578000,24.66137476,9350000,50.36781433,4622000,60.16427372,2.153210563,5.189982167,7682300,2499054,-0.505551716,7741220,2.41034586,86.504,1.374534931,Australia_1998,1998,Australia,AUS,6.34305E+11,18587028,136,75.55,3.524,180.054,44.09,100.518,6.996,3.515,338.697,0.54,2.06,0.98,1.02,3.02,1.4
Advanced Economy,Australia,2001,13,6.7,1.756,82,76.6,79.23414634,1.192272323,19153000,8562000,44.45626668,10050000,52.18237329,4555000,59.29213907,2.469795854,6.157530948,7682300,2458288,-0.491936085,7741220,2.493133567,87.165,1.442684623,Australia_2001,2001,Australia,AUS,7.13626E+11,19194676,167.17,109.86,3.574,191.835,49.769,103.536,8.248,3.493,360.455,0.48,2.12,1.04,1,3.03,1.42
Advanced Economy,Australia,2007,12.9,6.4,1.908,83.5,78.7,81.04146341,1.475227945,20697900,19760000,94.70140374,9940000,47.63825674,4349250,56.61390469,2.305306335,6.211030551,7682300,2452701,0.217343609,7741220,2.694232196,88.15,1.645538204,Australia_2007,2007,Australia,AUS,9.13876E+11,20916340,137.7,77.96,3.994,204.714,61.4,120.161,7.549,4.108,401.926,0.36,1.6,1.08,1.07,2.17,1.28
Advanced Economy,Australia,2008,14.1,6.7,1.959,83.7,79,81.29268293,0.624678435,20827600,21260000,100.0646043,9760000,45.93746649,4254490,55.38041993,2.119303232,5.745675123,7682300,2437246,-0.632115295,7741220,2.711115161,88.298,0.79243111,Australia_2008,2008,Australia,AUS,9.42109E+11,21332292,120.7,61.63,3.915,207.416,62.615,123.968,7.583,4.156,409.653,0.34,1.57,1.07,1.11,2.09,1.28
Advanced Economy,Australia,2011,13.7,6.5,1.927,84,79.5,81.69512195,1.555716534,22031800,22500000,100.4263074,10625000,47.42353407,3985800,51.88289965,1.932116305,5.541048905,7682300,2482323,0.294512639,7741220,2.867865092,88.733,1.717003838,Australia_2011,2011,Australia,AUS,1.02604E+12,22538002,164.56,107.71,3.509,192.845,66.729,130.295,7.905,4.061,405.344,0.26,1.3,1.05,1.15,2.23,1.18
Advanced Economy,Australia,2012,13.6,6.6,1.927,84.2,79.7,81.89512195,1.38919294,22340000,23789000,104.610551,10573000,46.49406681,4096726,53.32681619,2.134198747,6.206214285,7682300,2485325,0.12086204,7741220,2.907983286,88.875,1.549096162,Australia_2012,2012,Australia,AUS,1.06416E+12,22903952,163.4,107.36,3.488,187.515,67.124,132.536,8.217,3.786,402.666,0.25,1.25,1.03,1.15,2.25,1.15
Advanced Economy,Australia,2013,13.6,6.5,1.927,84.4,79.9,82.09512195,1.703844041,22723900,24338000,105.585695,10471000,45.42640365,4054740,52.78028715,2.073279675,6.132668602,7682300,2496220,0.437415194,7741220,2.9579553,89.015,1.861246766,Australia_2013,2013,Australia,AUS,1.08711E+12,23254912,127.03,64.44,3.255,174.256,68.821,134.566,8.743,3.53,393.171,0.23,1.16,1.05,1.16,2.36,1.11
Emerging and Developing Economies,Algeria,1992,30.795,5.994,4.503,68.594,65.488,67.00312195,2.461684668,26893663,4781,0.017777422,883120,3.28374755,386220,16.21587579,0.26995207,3.048191658,2381740,12674714,0.807673436,2381740,11.2916032,52.871,3.959485579,Algeria_1992,1992,Algeria,DZA,1.27983E+11,27028330,54.14,4.87,2.998,2.378,31.932,28.678,13.898,0,79.883,0.56,0.03,0.81,0.31,5.86,0.35
Emerging and Developing Economies,Algeria,1993,29.311,5.86,4.238,68.827,65.687,67.21870732,2.357272398,27535151,4781,0.017363261,962247,3.494613122,388650,16.31790204,0.27463078,3.174989713,2381740,12760615,0.675448913,2381740,11.56093906,53.657,3.832964674,Algeria_1993,1993,Algeria,DZA,1.30276E+11,27635518,57.34,4.78,2.988,1.924,36.098,27.993,12.941,0,81.944,0.54,0.02,0.89,0.3,5.54,0.36
Emerging and Developing Economies,Algeria,1994,27.795,5.741,3.971,69.038,65.881,67.421,2.235247318,28157560,4781,0.016979454,1068094,3.793276122,388620,16.31664245,0.267530283,3.162813741,2381740,12828866,0.533431388,2381740,11.82226439,54.439,3.682133842,Algeria_1994,1994,Algeria,DZA,1.3428E+11,28213778,58.29,4.37,2.821,2.286,37.386,30.45,13.204,1.42E-14,86.147,0.48,0.03,0.91,0.33,5.57,0.38
Emerging and Developing Economies,Algeria,1995,26.279,5.631,3.705,69.245,66.089,67.6285122,2.091750026,28752749,1348,0.004688247,1122409,3.903658047,396400,16.6432944,0.2600447,3.139301519,2381740,12875769,0.364938479,2381740,12.07216111,55.219,3.514376459,Algeria_1995,1995,Algeria,DZA,1.45055E+11,28757788,62.49,4.28,3.165,1.935,47.222,27.081,15.579,0,94.981,0.51,0.02,1.12,0.29,6.63,0.4
Emerging and Developing Economies,Algeria,1996,24.803,5.528,3.449,69.457,66.316,67.84819512,1.938174419,29315463,4691,0.016001794,1176316,4.012612729,396490,16.64707315,0.256485801,3.156935686,2381740,12899683,0.18555645,2381740,12.30842283,55.997,3.337280593,Algeria_1996,1996,Algeria,DZA,1.56579E+11,29266414,65.7,4.38,3.006,1.407,50.567,27.407,14.4,0,96.786,0.47,0.02,1.15,0.29,6.07,0.4
Emerging and Developing Economies,Algeria,1997,23.409,5.434,3.207,69.678,66.556,68.07892683,1.790916668,29845208,11700,0.039202273,1278142,4.282570254,396360,16.64161495,0.252000254,3.157775408,2381740,12900890,0.009356381,2381740,12.53084216,56.774,3.168948905,Algeria_1997,1997,Algeria,DZA,1.64644E+11,29742980,67.38,4.24,3.271,1.381,39.007,30.019,13.326,0.001,87.005,0.5,0.02,0.88,0.31,5.49,0.36
Emerging and Developing Economies,Algeria,1999,21.054,5.3,2.794,70.118,67.01,68.52609756,1.55308281,30820435,18000,0.05840281,1477000,4.792274995,398260,16.72138856,0.248568847,3.216555963,2381740,12848115,-0.274806397,2381740,12.94030205,58.313,2.880599147,Algeria_1999,1999,Algeria,DZA,1.9318E+11,30623406,71.37,4.76,3.435,2.173,50.92,22.188,12.952,0,91.668,0.5,0.02,1.1,0.22,5.78,0.37
Emerging and Developing Economies,Algeria,2000,20.184,5.265,2.634,70.331,67.211,68.73295122,1.468251837,31276295,72000,0.230206295,1600000,5.115695449,397310,16.68150176,0.24532957,3.221594297,2381740,12786375,-0.481695711,2381740,13.13169993,59.118,2.83929222,Algeria_2000,2000,Algeria,DZA,2.08554E+11,31042238,74.86,7.64,3.789,1.96,38.534,26.828,11.109,0.001,82.221,0.53,0.02,0.81,0.26,4.12,0.33
Emerging and Developing Economies,Algeria,2001,19.595,5.252,2.514,70.539,67.398,68.93019512,1.40695635,31719449,86000,0.27112703,1761327,5.552829748,400210,16.80326148,0.241555268,3.216975824,2381740,12713472,-0.571793224,2381740,13.31776306,59.919,2.752778992,Algeria_2001,2001,Algeria,DZA,2.2342E+11,31451514,72.28,7.64,3.766,2.096,41.029,28.458,8.431,0,83.78,0.5,0.02,0.86,0.27,3.1,0.33
Emerging and Developing Economies,Algeria,2002,19.339,5.26,2.439,70.74,67.578,69.12043902,1.348858342,32150198,100000,0.311040075,1880000,5.847553412,401090,16.84020926,0.235861689,3.183806797,2381740,12631170,-0.649464998,2381740,13.49861782,60.712,2.663627602,Algeria_2002,2002,Algeria,DZA,2.45361E+11,31855110,74.19,7.48,4.058,2.609,44.653,29.495,8.592,0,89.407,0.51,0.03,0.91,0.28,2.99,0.34
Emerging and Developing Economies,Algeria,2005,20.332,5.384,2.448,71.286,68.119,69.66387805,1.377903294,33461345,4882414,14.59120666,2486720,7.431619978,411450,17.27518537,0.22393003,3.146019297,2381740,12360286,-0.703747491,2381740,14.04911745,63.061,2.617697576,Algeria_2005,2005,Algeria,DZA,3.26854E+11,33149718,84.3,7.8,5.662,2.363,61.211,31.052,6.185,0,106.473,0.59,0.02,1.13,0.28,1.86,0.36
Emerging and Developing Economies,Algeria,2006,21.08,5.447,2.507,71.451,68.303,69.83860976,1.481905919,33960903,13661355,40.22671305,2572000,7.573414641,412110,17.3028962,0.221166086,3.153576797,2381740,12283659,-0.621874841,2381740,14.25886243,63.83,2.693981792,Algeria_2006,2006,Algeria,DZA,3.45705E+11,33641008,85.69,8.16,6.54,2.7,49.306,35.233,6.423,0.001,100.203,0.62,0.02,0.89,0.31,1.93,0.33
Emerging and Developing Economies,Algeria,2007,21.918,5.517,2.58,71.61,68.483,70.00836585,1.595845243,34507214,20997954,60.85091077,2841297,8.233921753,411810,17.29030037,0.216476474,3.136362491,2381740,12217969,-0.536210552,2381740,14.48823717,64.593,2.784122841,Algeria_2007,2007,Algeria,DZA,3.71665E+11,34166976,85.28,8.26,7.001,3.012,51.076,38.322,8.991,0,108.402,0.62,0.02,0.9,0.34,2.58,0.34
Emerging and Developing Economies,Algeria,2008,22.759,5.591,2.656,71.765,68.653,70.17104878,1.694847828,35097043,27562721,78.53288666,3068409,8.742642507,412520,17.32011051,0.212809951,3.13594263,2381740,12161827,-0.460562502,2381740,14.73588343,65.348,2.856927079,Algeria_2008,2008,Algeria,DZA,3.95659E+11,34730604,85.58,7.92,7.583,3.008,51.551,37.363,9.527,0,109.032,0.67,0.02,0.88,0.33,2.63,0.34
Emerging and Developing Economies,Algeria,2009,23.516,5.666,2.725,71.92,68.81,70.32707317,1.774439469,35725377,27031472,75.6646235,3069140,8.590924037,413090,17.34404259,0.209626899,3.144339852,2381740,12111975,-0.410747934,2381740,14.99969644,66.097,2.914088628,Algeria_2009,2009,Algeria,DZA,4.18248E+11,35333884,82.34,8.48,8.22,1.594,54.894,44.891,10.585,0.001,120.185,0.7,0.01,0.95,0.41,2.88,0.38
Emerging and Developing Economies,Chile,1993,22.11,5.494,2.559,77.199,71.256,74.15502439,1.840860134,13706485,64438,0.470127826,1283048,9.360882823,155560,20.92176261,0.178017924,3.281634146,743532,2252798,0.835960313,756096,18.43429066,83.564,2.03970545,Chile_1993,1993,Chile,CHL,1.70977E+11,13944934,10.84,5.15,0.86,7.628,2.448,22.819,0.198,7.11E-15,33.953,0.15,0.09,0.06,0.25,0.08,0.15
Emerging and Developing Economies,Chile,1994,21.477,5.443,2.51,77.47,71.548,74.43678049,1.821082297,13958378,85186,0.610285808,1520291,10.89160216,154770,20.81551298,0.165062158,3.098723391,743532,2247857,-0.219568129,756096,18.77306962,83.896,2.217598161,Chile_1994,1994,Chile,CHL,1.79196E+11,14166346,11.21,5.45,0.935,9.362,2.631,24.234,0.355,0,37.517,0.16,0.11,0.06,0.26,0.15,0.16
Emerging and Developing Economies,Chile,1996,20.015,5.357,2.388,78.027,72.091,74.98660976,1.643454027,14440103,197314,1.366430697,1818000,12.5899379,153300,20.61780798,0.146813357,2.851255898,743532,2231718,-0.418620008,756096,19.420957,84.545,2.025045918,Chile_1996,1996,Chile,CHL,2.09711E+11,14587367,11.73,5.99,0.961,14.415,2.682,29.259,0.293,0.001,47.611,0.15,0.16,0.06,0.3,0.12,0.2
Emerging and Developing Economies,Chile,1997,19.25,5.312,2.321,78.34,72.379,75.28680488,1.527187589,14662323,319474,2.178877112,2151000,14.67025382,152320,20.48600464,0.135381003,2.669690074,743532,2219729,-0.538657609,756096,19.71982779,84.861,1.900257573,Chile_1997,1997,Chile,CHL,2.22079E+11,14786227,12.23,6.25,0.946,18.606,4.529,31.052,0.3,0,55.433,0.14,0.21,0.1,0.32,0.12,0.23
Emerging and Developing Economies,Chile,1998,18.509,5.262,2.254,78.683,72.698,75.6175122,1.422990378,14872458,409740,2.75502543,2693286,18.10921907,152220,20.47255532,0.133266471,2.665655278,743532,2205288,-0.652700375,756096,20.00244509,85.172,1.788802064,Chile_1998,1998,Chile,CHL,2.27645E+11,14977736,12.42,6.3,1.131,17.77,6.441,31.21,0.234,0.001,56.787,0.17,0.2,0.14,0.32,0.1,0.23
Emerging and Developing Economies,Chile,2001,16.683,5.099,2.087,79.843,73.821,76.75856098,1.229614328,15454402,3401525,22.01007195,3302506,21.36935483,151100,20.32192293,0.113236345,2.353631047,743532,2152335,-0.866453124,756096,20.78512021,86.073,1.572935664,Chile_2001,2001,Chile,CHL,2.38843E+11,15516112,12.29,6.53,1.013,9.263,13.517,28.468,0.297,7.11E-15,52.558,0.14,0.1,0.28,0.27,0.11,0.21
Emerging and Developing Economies,Chile,2002,16.25,5.063,2.047,80.216,74.193,77.13104878,1.189239187,15639289,5100783,32.61518474,3467013,22.16861009,151500,20.37572021,0.11189767,2.353631047,743532,2132730,-0.915045013,756096,21.03378066,86.363,1.525598262,Chile_2002,2002,Chile,CHL,2.4241E+11,15684413,12.11,6.64,1.079,9.38,13.506,30.323,0.183,0,54.471,0.14,0.1,0.27,0.29,0.06,0.21
Emerging and Developing Economies,Chile,2003,15.89,5.05,2.014,80.548,74.522,77.4615122,1.145847324,15819522,6244310,39.47217874,3467013,21.91604146,155650,20.933867,0.104301508,2.219137845,743532,2112223,-0.966190181,756096,21.27618179,86.648,1.475304537,Chile_2003,2003,Chile,CHL,2.49686E+11,15849649,11.95,6.37,1.113,9.244,14.737,29.587,0.183,0,54.864,0.13,0.09,0.29,0.28,0.06,0.2
Emerging and Developing Economies,Chile,2005,15.328,5.101,1.96,81.055,75.012,77.95980488,1.073157557,16168241,9261385,57.28133939,3318260,20.523321,159350,21.43149185,0.092774471,2.017398041,743532,2071637,-0.973936431,756096,21.74518514,87.187,1.377561708,Chile_2005,2005,Chile,CHL,2.7623E+11,16182713,11.82,6.62,1.152,10.252,15.557,33.826,0.139,0,60.926,0.12,0.09,0.29,0.3,0.04,0.21
Emerging and Developing Economies,Chile,2007,14.922,5.227,1.92,81.387,75.34,78.2897561,1.015656884,16504530,12450801,75.43868865,3383597,20.50102002,158000,21.24992603,0.081795725,1.815658237,743532,2031873,-0.962831592,756096,22.19747099,87.689,1.296584876,Chile_2007,2007,Chile,CHL,3.04165E+11,16530201,11.26,7.32,1.316,13.007,8.764,47.225,0.37,0.001,70.683,0.12,0.1,0.15,0.42,0.11,0.22
Emerging and Developing Economies,Chile,2008,14.758,5.297,1.903,81.531,75.502,78.44297561,0.990933917,16668892,13955202,83.7200337,3459611,20.75489481,157360,21.16385038,0.075949859,1.702683946,743532,2012602,-0.952961551,756096,22.41852671,87.926,1.260844978,Chile_2008,2008,Chile,CHL,3.12738E+11,16708256,11.76,8.15,1.307,16.733,4.825,47.551,0.377,0.002,70.795,0.11,0.13,0.08,0.42,0.1,0.22
Emerging and Developing Economies,Chile,2009,14.609,5.359,1.888,81.687,75.694,78.61741463,0.968912845,16831184,14796593,87.91177733,3529645,20.97086575,157760,21.21764766,0.077475239,1.753791363,743532,1993654,-0.945927633,756096,22.63679842,88.155,1.229018698,Chile_2009,2009,Chile,CHL,3.05748E+11,16886184,11.82,8.01,1.081,13.431,6.379,44.929,0.081,0,65.901,0.09,0.1,0.11,0.41,0.02,0.21
Emerging and Developing Economies,Chile,2011,14.329,5.451,1.858,82.055,76.189,79.05046341,0.931579125,17150760,19852242,115.7513836,3457506,20.15949147,157430,21.1732649,0.074107503,1.709408606,743532,1957588,-0.900110733,756096,23.06660641,88.586,1.170044887,Chile_2011,2011,Chile,CHL,3.38634E+11,17233584,12.41,7.74,1.08,20.848,10.45,45.628,0.059,0,78.064,0.08,0.14,0.16,0.4,0.02,0.23
Emerging and Developing Economies,Chile,2012,14.191,5.483,1.844,82.267,76.487,79.3065122,0.915227629,17308449,22315248,128.9269073,3366325,19.44902747,157890,21.23513178,0.076090007,1.77127548,743532,1940277,-0.888235678,756096,23.2786874,88.79,1.145250109,Chile_2012,2012,Chile,CHL,3.56694E+11,17400360,12.68,7.74,1.128,23.476,9.809,45.165,0.106,1.42E-14,79.684,0.08,0.16,0.15,0.39,0.03,0.23
Emerging and Developing Economies,Thailand,1992,18.733,5.734,2.055,73.814,67.364,70.51034146,1.05760606,57184324,123551,0.216057464,1553160,2.716059037,215160,42.11474094,0.306202798,34.27352268,510890,40261767,0.817859984,513120,111.9307953,29.593,1.630325745,Thailand_1992,1992,Thailand,THA,4.76583E+11,57811024,59.3,16.66,9.267,16.686,14.803,65.208,0,0,105.964,1.73,0.2,0.37,0.71,0,0.47
Advanced Economy,Denmark,1993,13.1,11.8,1.76,77.96,72.56,75.19414634,0.330671402,5171370,211063,4.081427044,3004944,58.10805166,27560,64.95404195,0.490972412,59.83973604,42430,780980,0.151975908,43090,121.8800377,84.898,0.362491946,Denmark_1993,1993,Denmark,DNK,1.5903E+11,5190745,9.84,6.74,1.206,28.451,5.851,23.981,0.582,0.555,60.626,0.22,0.33,0.14,0.26,0.25,0.27
Advanced Economy,Denmark,1995,13.4,11.8,1.81,78.1,72.78,75.37512195,0.337707376,5206180,503500,9.661657764,3123026,59.92772274,26910,63.422107,0.454267812,55.73886401,42430,783426,0.158404542,43090,122.7004478,84.952,0.369501788,Denmark_1995,1995,Denmark,DNK,1.74566E+11,5232709,9.65,6.64,1.204,25.6,7.574,26.007,0.454,0.763,61.602,0.19,0.29,0.18,0.28,0.19,0.26
Advanced Economy,Denmark,1996,13.3,12.1,1.8,77.83,72.72,75.21268293,0.520962181,5233373,822264,15.71430701,3193412,61.02937326,27260,64.24699505,0.44311766,54.65472543,42430,786105,0.341376195,43090,123.3413387,84.979,0.552739608,Denmark_1996,1996,Denmark,DNK,1.80658E+11,5254857,9.73,6.59,1.282,35.137,8.909,28.345,0.498,0.681,74.852,0.2,0.39,0.2,0.3,0.21,0.31
Advanced Economy,Denmark,1997,12.9,11.6,1.75,78.26,73.05,75.59146341,0.565926342,5263074,1316592,25.05702382,3251124,61.87451505,27160,64.01131275,0.441187033,54.72543012,42430,789145,0.38597096,43090,124.0413387,85.006,0.597701841,Denmark_1997,1997,Denmark,DNK,1.87613E+11,5277713,9.76,6.58,1.343,26.15,9.375,27.122,0.698,0.763,65.451,0.2,0.29,0.21,0.28,0.29,0.27
Advanced Economy,Denmark,1998,12.8,11.3,1.75,78.46,73.55,75.94512195,0.415564969,5284991,1444016,27.36597973,3340501,63.30683499,26880,63.35140231,0.447493666,55.73886401,42430,791005,0.235420797,43090,124.5578836,85.033,0.447306502,Denmark_1998,1998,Denmark,DNK,1.92868E+11,5300380,9.74,6.4,1.39,22.219,10.186,26.373,0.523,0.528,61.219,0.21,0.25,0.23,0.27,0.23,0.25
Advanced Economy,Denmark,1999,12.5,11,1.72,78.7,73.7,76.13902439,0.363162524,5304219,1931101,36.44494478,3495858,65.97601667,26720,62.97431063,0.446060014,55.76243224,42430,792450,0.182512342,43090,125.0110535,85.06,0.394925758,Denmark_1999,1999,Denmark,DNK,1.99693E+11,5321771,9.72,6.44,1.355,18.672,10.711,26.24,1.107,0.55,58.635,0.2,0.21,0.23,0.26,0.49,0.24
Advanced Economy,Denmark,2000,12.4,11.1,1.73,78.8,74,76.34146341,0.330886246,5321799,2628585,49.41497271,3638119,68.39328046,26440,62.31440019,0.431057242,54.06551968,42430,793693,0.156732433,43090,125.425383,85.086,0.361443444,Denmark_2000,2000,Denmark,DNK,2.08359E+11,5341192,9.93,6.44,1.385,15.657,10.64,25.35,0.724,0.536,54.292,0.19,0.17,0.22,0.25,0.27,0.22
Advanced Economy,Denmark,2001,12.6,10.9,1.77,79,74.3,76.59268293,0.334233619,5339616,3363552,63.00812452,3835000,71.83957838,26470,62.38510488,0.427184277,53.75913269,42430,795603,0.240358111,43090,125.8452981,85.1,0.350679181,Denmark_2001,2001,Denmark,DNK,2.11275E+11,5358059,10.13,6.26,1.388,16.558,11.105,25.59,0.771,0.467,55.879,0.19,0.18,0.23,0.25,0.28,0.22
Advanced Economy,Denmark,2002,12.2,10.9,1.74,79.2,74.5,76.79268293,0.358315679,5358783,3960165,73.95702529,3864839,72.17678952,26760,63.06858355,0.427709053,54.01838322,42430,795779,0.022119139,43090,126.2970304,85.15,0.417063623,Denmark_2002,2002,Denmark,DNK,2.13475E+11,5372798,9.98,6.1,1.416,16.537,11.096,25.303,0.674,0.512,55.538,0.18,0.17,0.23,0.24,0.24,0.21
Advanced Economy,Denmark,2003,11.9,10.9,1.72,79.2,74.7,76.89512195,0.319487125,5375931,4477752,83.40020495,3700867,68.930362,26650,62.80933302,0.423368529,53.64129154,42430,792950,-0.356134116,43090,126.7011784,85.25,0.43684812,Denmark_2003,2003,Denmark,DNK,2.15533E+11,5386968,9.92,6.25,1.33,22.573,11.214,24.376,0.67,0.463,60.626,0.16,0.22,0.22,0.23,0.23,0.22
Advanced Economy,Denmark,2004,12,10.7,1.76,79.5,74.9,77.14390244,0.272010444,5390574,4767100,88.56084311,3614249,67.14374329,26580,62.64435541,0.420363397,53.40560924,42430,789180,-0.476573624,43090,127.046288,85.36,0.40096413,Denmark_2004,2004,Denmark,DNK,2.22551E+11,5402754,9.86,5.54,1.459,17.281,11.154,24.048,0.752,0.382,55.076,0.16,0.16,0.21,0.22,0.24,0.19
